103 St,40.79537933,-73.95910367,3614.0
103 St - Corona Plaza,40.749865,-73.8627,2700.25
104 St,40.6884445,-73.84100649999999,545.0
110 St,40.79502,-73.94425,1499.75
111 St,40.71115967,-73.84128067,2216.75
116 St,40.80193733,-73.948708,4235.5
116 St - Columbia University,40.807722,-73.96410999999999,633.0
121 St,40.700492,-73.828294,328.25
125 St,40.8096455,-73.948451,10969.5
135 St,40.816061499999996,-73.9442095,2662.25
137 St - City College,40.822008000000004,-73.953676,1313.0
138 St - Grand Concourse,40.813224,-73.929849,674.0
145 St,40.8241345,-73.94375925,4476.5
149 St - Grand Concourse,40.8183925,-73.92703449999999,2385.75
14 St,40.73898233,-73.99936667,2723.75
14 St - Union Sq,40.7352045,-73.9902595,6740.5
149 St - Grand Concourse,40.8183925,-73.92703449999999,514.0384615
155 St,40.8303265,-73.93986149999999,1127.5
157 St,40.834041,-73.94489,1446.5
15 St - Prospect Park,40.660365000000006,-73.979493,352.25
161 St - Yankee Stadium,40.8279495,-73.925741,3552.0
163 St - Amsterdam Av,40.836013,-73.939892,499.5
167 St,40.834654,-73.91991999999999,3215.25
168 St,40.840719,-73.939561,2922.75
169 St,40.71047,-73.793604,770.5
170 St,40.8396905,-73.9155955,2914.25
174-175 Sts,40.8459,-73.910136,1031.0
174 St,40.837288,-73.887734,1075.0
175 St,40.847390999999995,-73.939704,1058.5
176 St,40.84848,-73.911794,1175.0
181 St,40.8506,-73.9357825,2693.0
182-183 Sts,40.856093,-73.900741,597.75
183 St,40.858407,-73.903879,1381.25
18 Av,40.61946,-73.989707,1830.75
18 St,40.741040000000005,-73.99787099999999,236.75
190 St,40.859021999999996,-73.93418,167.5
191 St,40.855225,-73.929412,171.5
1 Av,40.730953,-73.981628,1649.0
207 St,40.864621,-73.91882199999999,995.0
20 Av,40.610983000000004,-73.991597,898.75
215 St,40.869444,-73.915279,232.25
219 St,40.883895,-73.862633,583.0
21 St,40.744065,-73.949724,200.0
21 St - Queensbridge,40.754203000000004,-73.942836,1441.25
